"","communication_channel","call_duration","call_frequency","previous_campaign_outcome","conversion_status","geoid","lead_source","update_me","quater_res","len_business"
"31491","mobile",282,2,"unidentified","not_converted","OK","Direct Traffic","N","2024 Q1",9
"31493","mobile",508,7,"unidentified","not_converted","MA","Google","N","2023 Q4",6
"31494","unidentified",107,1,"unidentified","not_converted","IA","Google","N","2023 Q2",18
"31496","mobile",189,1,"other_outcome","not_converted","UT","Olark Chat","N","2024 Q2",0
"31497","mobile",127,6,"unidentified","not_converted","TN","Google","N","2023 Q1",5
"31498","mobile",199,1,"unidentified","not_converted","UT","Direct Traffic","Y","2023 Q3",15
"31499","unidentified",565,1,"unidentified","not_converted","IA","Google","Y","2024 Q2",6
"31500","mobile",194,1,"unidentified","not_converted","AR","Google","N","2024 Q2",0
"31501","mobile",79,1,"unidentified","not_converted","SC","Direct Traffic","N","2024 Q2",18
"31502","mobile",19,8,"unsuccessful","not_converted","ND","Olark Chat","N","2023 Q2",0
"31503","unidentified",128,1,"unidentified","not_converted","AR","Direct Traffic","N","2023 Q1",0
"31504","mobile",93,3,"unidentified","not_converted","VT","Direct Traffic","N","2023 Q2",10
"31505","mobile",262,2,"unidentified","not_converted","DC","Direct Traffic","Y","2023 Q4",14
"31506","mobile",221,1,"unidentified","not_converted","AL","Organic Search","N","2024 Q2",0
"31507","mobile",298,5,"unidentified","not_converted","KS","Google","N","2023 Q4",0
"31508","mobile",226,1,"unidentified","not_converted","GA","Organic Search","N","2023 Q4",10
"31510","mobile",68,1,"unidentified","not_converted","AK","Direct Traffic","N","2024 Q1",20
"31511","unidentified",154,5,"unidentified","not_converted","NC","Organic Search","N","2024 Q2",8
"31512","unidentified",165,1,"unidentified","not_converted","NV","Direct Traffic","Y","2024 Q2",0
"31513","mobile",907,4,"unsuccessful","converted","MA","Welingak Website","N","2024 Q2",11
"31514","mobile",152,1,"unidentified","not_converted","OH","Olark Chat","N","2024 Q2",6
"31515","mobile",192,7,"unidentified","not_converted","IL","Organic Search","Y","2023 Q2",0
"31516","mobile",108,6,"unsuccessful","not_converted","TN","Direct Traffic","N","2023 Q1",14
"31518","mobile",90,2,"unidentified","not_converted","TX","Direct Traffic","Y","2023 Q2",2
"31519","mobile",262,1,"successful","converted","WA","Referral Sites","Y","2023 Q3",0
"31522","mobile",303,1,"unidentified","not_converted","OR","Direct Traffic","Y","2023 Q2",20
"31523","mobile",156,1,"unidentified","not_converted","AK","Olark Chat","Y","2024 Q2",0
"31524","unidentified",85,1,"unidentified","not_converted","OH","Google","Y","2024 Q1",0
"31525","mobile",112,5,"unidentified","not_converted","MD","Reference","Y","2023 Q3",0
"31528","mobile",203,28,"unidentified","not_converted","FL","Google","N","2023 Q3",19
"31530","mobile",49,1,"unidentified","not_converted","ME","Olark Chat","N","2023 Q4",0
"31531","mobile",1241,11,"unidentified","converted","TX","Google","N","2023 Q2",17
"31532","mobile",144,1,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q2",0
"31533","mobile",90,2,"unidentified","not_converted","ND","Olark Chat","Y","2023 Q4",2
"31534","mobile",205,1,"unidentified","not_converted","TX","Olark Chat","N","2023 Q1",0
"31535","mobile",206,1,"unsuccessful","not_converted","TX","Direct Traffic","N","2023 Q3",0
"31536","mobile",61,5,"unidentified","not_converted","LA","Google","N","2024 Q2",13
"31537","mobile",691,1,"unidentified","converted","TX","Direct Traffic","Y","2023 Q3",0
"31538","mobile",63,2,"unidentified","not_converted","CA","Direct Traffic","N","2024 Q1",0
"31539","unidentified",144,1,"unidentified","not_converted","NJ","Organic Search","N","2023 Q1",0
"31540","unidentified",170,3,"unidentified","not_converted","IN","Direct Traffic","Y","2023 Q4",14
"31541","unidentified",897,1,"unidentified","converted","LA","Google","N","2024 Q2",0
"31542","landline",75,4,"unidentified","not_converted","AK","Google","N","2024 Q2",5
"31543","unidentified",314,2,"unidentified","not_converted","VT","Olark Chat","Y","2023 Q4",0
"31544","unidentified",30,24,"unidentified","not_converted","CO","Olark Chat","N","2023 Q3",7
"31545","mobile",96,4,"unidentified","not_converted","OH","Direct Traffic","N","2023 Q3",9
"31546","landline",567,1,"successful","converted","AL","Organic Search","N","2023 Q3",0
"31547","mobile",178,2,"unidentified","not_converted","AK","Reference","Y","2023 Q4",8
"31548","unidentified",157,1,"unidentified","not_converted","CA","Olark Chat","N","2024 Q2",11
"31549","mobile",558,1,"unidentified","not_converted","CA","Google","N","2023 Q3",18
"31550","mobile",17,8,"unidentified","not_converted","TX","Olark Chat","Y","2023 Q3",0
"31551","mobile",149,1,"unsuccessful","not_converted","IN","Organic Search","Y","2023 Q3",10
"31552","unidentified",606,2,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q2",0
"31553","mobile",552,3,"unsuccessful","not_converted","NE","Olark Chat","Y","2024 Q2",17
"31554","mobile",47,1,"unsuccessful","not_converted","IL","Referral Sites","Y","2023 Q1",18
"31555","unidentified",65,2,"unidentified","not_converted","NM","Direct Traffic","Y","2023 Q3",12
"31556","mobile",215,1,"unsuccessful","converted","CO","Direct Traffic","Y","2023 Q2",5
"31558","landline",110,1,"unsuccessful","not_converted","CA","Direct Traffic","Y","2023 Q4",10
"31559","unidentified",20,1,"unidentified","not_converted","MI","Direct Traffic","Y","2023 Q2",10
"31560","unidentified",76,4,"unidentified","not_converted","NC","Google","Y","2024 Q2",0
"31561","mobile",289,1,"other_outcome","converted","SD","Organic Search","N","2023 Q4",11
"31562","mobile",312,3,"unsuccessful","not_converted","NV","Reference","N","2023 Q1",17
"31563","landline",7,4,"unsuccessful","not_converted","MI","Organic Search","N","2023 Q3",8
"31564","unidentified",311,1,"unidentified","not_converted","TX","Google","N","2024 Q1",0
"31565","unidentified",111,2,"unidentified","not_converted","WA","Direct Traffic","Y","2023 Q2",0
"31566","unidentified",290,2,"unidentified","not_converted","AL","Organic Search","Y","2023 Q4",1
"31567","unidentified",63,1,"unidentified","not_converted","RI","Organic Search","N","2023 Q1",2
"31568","mobile",247,1,"successful","not_converted","TX","Google","Y","2023 Q3",7
"31569","mobile",139,1,"successful","not_converted","OK","Direct Traffic","Y","2024 Q2",20
"31570","mobile",249,3,"unidentified","not_converted","ME","Direct Traffic","N","2023 Q4",14
"31571","mobile",165,3,"unidentified","converted","MT","Organic Search","Y","2024 Q1",14
"31572","mobile",346,2,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q1",19
"31573","mobile",8,27,"unidentified","not_converted","TX","Olark Chat","N","2024 Q1",0
"31574","mobile",90,5,"unidentified","not_converted","ND","Google","N","2024 Q2",0
"31575","unidentified",148,2,"unidentified","not_converted","WY","Reference","N","2023 Q1",15
"31576","mobile",49,1,"unidentified","not_converted","KY","Organic Search","Y","2024 Q2",0
"31577","mobile",863,1,"successful","converted","VT","Direct Traffic","Y","2023 Q1",11
"31578","unidentified",222,1,"unidentified","not_converted","MD","Direct Traffic","N","2023 Q4",0
"31579","unidentified",881,2,"unidentified","not_converted","AR","Direct Traffic","N","2024 Q2",17
"31580","mobile",321,4,"unidentified","not_converted","CO","Google","N","2023 Q2",8
"31581","unidentified",86,3,"unidentified","not_converted","MA","Olark Chat","Y","2023 Q1",2
"31582","mobile",236,2,"unidentified","not_converted","MS","Direct Traffic","N","2023 Q1",9
"31583","mobile",486,1,"unidentified","converted","TX","Olark Chat","N","2023 Q1",0
"31584","mobile",91,1,"unsuccessful","not_converted","UT","Olark Chat","Y","2023 Q4",5
"31585","unidentified",203,2,"unidentified","not_converted","IA","Olark Chat","N","2023 Q1",6
"31586","mobile",5,7,"unidentified","not_converted","WV","Reference","N","2023 Q1",5
"31587","unidentified",88,8,"unidentified","not_converted","OK","Direct Traffic","Y","2023 Q2",13
"31588","unidentified",159,3,"unidentified","not_converted","MN","Direct Traffic","N","2024 Q1",5
"31589","mobile",84,7,"unidentified","not_converted","WV","Organic Search","Y","2024 Q1",2
"31590","mobile",344,3,"unidentified","not_converted","AK","Olark Chat","Y","2023 Q3",0
"31591","mobile",51,4,"other_outcome","not_converted","MD","Google","N","2023 Q3",18
"31592","mobile",332,3,"unidentified","not_converted","VT","Reference","N","2024 Q2",2
"31593","mobile",1973,2,"unidentified","converted","TX","Organic Search","Y","2023 Q3",9
"31594","mobile",467,1,"unidentified","not_converted","MI","Google","Y","2024 Q1",0
"31595","unidentified",74,2,"unidentified","not_converted","SC","Olark Chat","N","2023 Q1",16
"31596","mobile",190,1,"unsuccessful","not_converted","SD","Olark Chat","N","2024 Q1",0
"31597","mobile",245,6,"unsuccessful","not_converted","NC","Google","Y","2024 Q2",0
"31598","mobile",419,1,"unidentified","converted","TX","Organic Search","N","2024 Q1",14
"31599","mobile",74,1,"unsuccessful","not_converted","FL","Olark Chat","Y","2024 Q2",16
"31600","landline",141,4,"unidentified","not_converted","IN","Olark Chat","N","2023 Q4",0
"31601","mobile",125,1,"unidentified","not_converted","KS","Google","N","2023 Q4",0
"31602","mobile",316,1,"unidentified","converted","MS","Direct Traffic","N","2023 Q4",12
"31603","mobile",360,1,"unsuccessful","not_converted","CA","Direct Traffic","Y","2023 Q1",16
"31604","unidentified",72,1,"unidentified","not_converted","CO","Direct Traffic","N","2023 Q3",0
"31605","mobile",126,4,"unidentified","not_converted","MO","Olark Chat","N","2023 Q1",0
"31606","unidentified",204,4,"unidentified","not_converted","LA","Google","N","2023 Q3",7
"31607","mobile",563,5,"unidentified","converted","NC","Reference","N","2023 Q1",0
"31608","mobile",220,1,"unidentified","not_converted","NH","Google","N","2023 Q2",0
"31609","mobile",214,1,"unsuccessful","not_converted","KY","Olark Chat","N","2023 Q4",7
"31610","mobile",229,1,"unidentified","not_converted","CA","Olark Chat","N","2023 Q4",7
"31611","unidentified",274,8,"unidentified","not_converted","CA","Olark Chat","N","2023 Q3",11
"31612","unidentified",328,2,"unidentified","not_converted","CA","Direct Traffic","Y","2023 Q4",0
"31613","unidentified",379,1,"unidentified","not_converted","TX","Google","N","2023 Q1",17
"31614","mobile",157,2,"unsuccessful","not_converted","MI","Direct Traffic","Y","2024 Q2",15
"31615","mobile",255,1,"unidentified","not_converted","TX","Direct Traffic","N","2024 Q2",17
"31616","unidentified",208,2,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q2",1
"31617","unidentified",174,2,"unidentified","not_converted","MS","Direct Traffic","N","2023 Q2",5
"31618","mobile",134,1,"unsuccessful","not_converted","HI","Reference","N","2023 Q2",0
"31619","mobile",285,2,"unidentified","not_converted","NY","Olark Chat","N","2023 Q3",16
"31620","mobile",141,1,"unsuccessful","converted","ND","Olark Chat","Y","2023 Q1",4
"31621","unidentified",228,2,"unidentified","not_converted","IA","Direct Traffic","N","2024 Q2",8
"31622","mobile",53,1,"unidentified","not_converted","UT","Organic Search","N","2023 Q3",9
"31623","unidentified",79,1,"unidentified","not_converted","WV","Organic Search","Y","2023 Q4",14
"31624","mobile",69,1,"other_outcome","not_converted","AL","Direct Traffic","N","2023 Q4",0
"31625","unidentified",59,4,"unidentified","not_converted","OK","Google","N","2023 Q4",0
"31626","mobile",422,3,"unidentified","not_converted","TX","Google","Y","2024 Q2",10
"31628","mobile",25,18,"unidentified","not_converted","SD","Direct Traffic","Y","2024 Q2",0
"31629","mobile",61,6,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q2",2
"31630","mobile",293,1,"successful","converted","TX","Direct Traffic","Y","2024 Q2",4
"31631","mobile",249,3,"unidentified","not_converted","RI","Direct Traffic","N","2023 Q2",4
"31633","mobile",404,2,"unidentified","not_converted","OR","Direct Traffic","N","2023 Q1",20
"31634","mobile",185,2,"unidentified","not_converted","OR","Google","N","2023 Q4",1
"31635","mobile",909,3,"unidentified","not_converted","OR","Direct Traffic","N","2024 Q1",0
"31636","mobile",286,3,"unidentified","not_converted","IL","Direct Traffic","Y","2024 Q2",18
"31637","mobile",109,1,"unidentified","not_converted","ND","Direct Traffic","Y","2023 Q4",0
"31638","mobile",397,2,"unidentified","not_converted","MN","Reference","Y","2023 Q1",0
"31639","mobile",101,1,"unidentified","not_converted","AR","Olark Chat","Y","2023 Q1",8
"31640","mobile",421,3,"other_outcome","not_converted","SC","Direct Traffic","N","2023 Q3",0
"31641","landline",276,1,"unidentified","not_converted","CA","Olark Chat","N","2024 Q2",12
"31642","mobile",83,3,"unidentified","converted","MT","Google","Y","2023 Q2",14
"31643","unidentified",429,10,"unidentified","not_converted","NE","Google","N","2024 Q1",4
"31644","unidentified",286,1,"unidentified","not_converted","CO","Google","N","2023 Q2",0
"31646","mobile",257,2,"unidentified","not_converted","IN","Facebook","Y","2023 Q4",0
"31647","mobile",730,1,"unsuccessful","converted","DC","Google","N","2024 Q1",20
"31648","mobile",416,4,"unidentified","not_converted","WY","Google","N","2024 Q2",3
"31649","unidentified",49,2,"unidentified","not_converted","TX","testone","N","2024 Q1",0
"31650","landline",475,4,"unsuccessful","not_converted","IN","Direct Traffic","Y","2023 Q4",3
"31651","mobile",253,2,"unidentified","not_converted","VT","","Y","2023 Q4",0
"31652","mobile",539,1,"unidentified","not_converted","NH","Direct Traffic","Y","2023 Q1",6
"31653","mobile",623,3,"unidentified","converted","IA","Google","Y","2024 Q1",0
"31654","unidentified",238,1,"unidentified","not_converted","CT","Direct Traffic","Y","2024 Q2",15
"31655","mobile",167,9,"unidentified","not_converted","TX","Olark Chat","N","2023 Q3",8
"31656","unidentified",53,2,"unidentified","not_converted","IN","Direct Traffic","Y","2023 Q2",17
"31657","mobile",14,6,"unidentified","not_converted","CT","Organic Search","N","2023 Q3",8
"31658","mobile",274,3,"unidentified","not_converted","MS","Google","Y","2024 Q1",0
"31659","mobile",119,1,"unsuccessful","not_converted","RI","Direct Traffic","Y","2023 Q4",9
"31661","unidentified",240,2,"unidentified","not_converted","UT","Google","N","2023 Q4",12
"31662","mobile",475,1,"unidentified","not_converted","KY","Facebook","N","2023 Q4",17
"31663","unidentified",198,1,"unidentified","not_converted","DE","Olark Chat","Y","2023 Q1",16
"31664","mobile",64,3,"unsuccessful","not_converted","CO","Direct Traffic","N","2023 Q4",0
"31665","mobile",99,2,"unidentified","not_converted","CT","Google","Y","2023 Q4",10
"31666","mobile",28,17,"unidentified","not_converted","MD","Organic Search","N","2024 Q1",0
"31667","unidentified",512,6,"unidentified","not_converted","DE","Direct Traffic","N","2023 Q3",5
"31668","mobile",85,2,"unsuccessful","not_converted","UT","Direct Traffic","N","2023 Q3",0
"31669","mobile",216,1,"unidentified","not_converted","AK","Google","Y","2024 Q1",6
"31670","mobile",149,5,"unidentified","not_converted","NE","Direct Traffic","N","2023 Q4",0
"31671","mobile",1099,4,"unidentified","not_converted","TX","Google","Y","2023 Q3",5
"31672","landline",34,4,"unidentified","not_converted","TN","Google","N","2023 Q1",7
"31673","unidentified",241,2,"unidentified","not_converted","CA","Google","N","2023 Q1",10
"31674","unidentified",193,2,"unidentified","not_converted","OK","Olark Chat","Y","2023 Q1",16
"31675","mobile",40,1,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q4",2
"31676","landline",317,2,"unidentified","not_converted","OH","Google","Y","2024 Q2",7
"31677","mobile",58,1,"unidentified","not_converted","ID","Olark Chat","N","2024 Q2",0
"31678","mobile",136,4,"unidentified","not_converted","DE","","N","2024 Q1",2
"31679","mobile",186,2,"unsuccessful","not_converted","NH","Google","N","2023 Q2",0
"31680","mobile",41,2,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q3",13
"31681","mobile",110,3,"unidentified","not_converted","TX","Olark Chat","N","2023 Q2",0
"31682","mobile",265,1,"unidentified","not_converted","DC","Google","Y","2023 Q3",10
"31683","mobile",720,2,"unidentified","converted","IN","Direct Traffic","Y","2024 Q1",17
"31684","mobile",83,2,"other_outcome","not_converted","WI","Google","N","2024 Q2",12
"31685","unidentified",1063,5,"unidentified","converted","CT","Google","N","2023 Q2",12
"31687","mobile",50,2,"unsuccessful","not_converted","MT","Olark Chat","Y","2023 Q2",17
"31688","unidentified",395,2,"unidentified","not_converted","IA","Direct Traffic","N","2024 Q1",0
"31689","unidentified",150,1,"unidentified","not_converted","KS","Google","Y","2024 Q2",16
"31690","mobile",191,1,"unidentified","not_converted","CA","Olark Chat","N","2023 Q2",0
"31691","mobile",594,1,"successful","converted","KS","Google","Y","2023 Q4",15
"31693","mobile",116,1,"unidentified","not_converted","IA","Direct Traffic","N","2023 Q4",0
"31694","mobile",131,7,"unidentified","not_converted","NE","Direct Traffic","Y","2024 Q1",16
"31695","unidentified",164,4,"unidentified","not_converted","NH","Direct Traffic","Y","2024 Q2",4
"31698","unidentified",8,10,"unidentified","not_converted","RI","Direct Traffic","Y","2023 Q1",12
"31699","mobile",51,3,"unidentified","not_converted","TN","Olark Chat","N","2023 Q1",12
"31700","landline",300,6,"successful","converted","OR","Google","N","2024 Q2",11
"31701","unidentified",75,6,"unidentified","not_converted","UT","Direct Traffic","N","2023 Q2",11
"31702","unidentified",203,2,"unidentified","not_converted","TX","Direct Traffic","N","2024 Q2",20
"31703","mobile",53,6,"unidentified","not_converted","CA","Google","N","2024 Q2",20
"31704","mobile",95,1,"successful","converted","DE","Google","N","2023 Q4",0
"31705","mobile",382,1,"successful","converted","CA","Google","Y","2023 Q4",2
"31706","unidentified",161,1,"unidentified","not_converted","AZ","Google","Y","2023 Q1",0
"31707","mobile",304,1,"unidentified","not_converted","AR","Olark Chat","N","2023 Q1",10
"31709","mobile",107,2,"unidentified","not_converted","SC","Olark Chat","N","2024 Q1",12
"31710","mobile",38,1,"unidentified","not_converted","IN","Reference","N","2023 Q3",10
"31711","mobile",103,2,"unidentified","not_converted","ME","Direct Traffic","N","2024 Q1",11
"31713","unidentified",496,3,"unidentified","not_converted","UT","Facebook","N","2023 Q2",19
"31714","unidentified",156,1,"unidentified","not_converted","IA","Direct Traffic","Y","2023 Q1",14
"31715","mobile",75,1,"successful","not_converted","MN","Direct Traffic","N","2024 Q2",3
"31716","unidentified",166,2,"unidentified","not_converted","KY","Organic Search","N","2023 Q2",5
"31718","mobile",1461,6,"unidentified","converted","NJ","Olark Chat","N","2023 Q2",4
"31719","mobile",124,1,"unidentified","not_converted","WI","Google","N","2023 Q4",3
"31720","mobile",105,6,"unidentified","not_converted","MS","Referral Sites","Y","2023 Q3",8
"31721","mobile",413,1,"unidentified","not_converted","TX","Welingak Website","N","2024 Q2",0
"31722","unidentified",200,4,"unidentified","not_converted","TN","Google","N","2024 Q2",0
"31723","mobile",298,10,"unidentified","not_converted","OH","Direct Traffic","N","2023 Q3",20
"31724","mobile",273,2,"unsuccessful","not_converted","OR","Organic Search","Y","2023 Q1",0
"31725","mobile",188,1,"unidentified","not_converted","HI","Google","N","2023 Q1",15
"31726","mobile",42,1,"unidentified","not_converted","ID","Direct Traffic","Y","2023 Q1",0
"31727","landline",111,3,"unsuccessful","not_converted","SD","Direct Traffic","Y","2024 Q1",7
"31728","unidentified",35,1,"unidentified","not_converted","WV","Google","N","2023 Q3",10
"31729","mobile",230,1,"unidentified","not_converted","WA","Olark Chat","N","2023 Q4",12
"31730","unidentified",66,2,"unidentified","not_converted","AR","Google","N","2023 Q2",12
"31731","mobile",18,14,"unidentified","not_converted","SD","Google","N","2023 Q3",10
"31733","mobile",323,1,"unidentified","converted","PA","Google","N","2023 Q1",2
"31734","unidentified",302,1,"unidentified","not_converted","AL","Organic Search","N","2023 Q4",0
"31735","mobile",24,3,"unidentified","not_converted","IL","Google","N","2023 Q4",3
"31736","unidentified",264,2,"unidentified","not_converted","WV","Google","N","2024 Q1",20
"31737","mobile",92,3,"unidentified","not_converted","NE","Olark Chat","N","2023 Q4",0
"31738","mobile",117,2,"unidentified","not_converted","TX","Olark Chat","N","2024 Q1",0
"31739","mobile",146,3,"unsuccessful","not_converted","NH","Organic Search","Y","2023 Q1",3
"31740","unidentified",82,1,"unidentified","not_converted","MT","Olark Chat","N","2023 Q3",3
"31741","mobile",87,2,"unidentified","not_converted","WA","Olark Chat","Y","2023 Q3",16
"31742","mobile",108,2,"unidentified","not_converted","MT","Google","Y","2024 Q1",0
"31743","unidentified",203,1,"unidentified","not_converted","TN","Organic Search","N","2023 Q1",17
"31744","mobile",124,2,"unidentified","not_converted","NV","Olark Chat","Y","2024 Q1",0
"31745","mobile",235,2,"unidentified","not_converted","UT","Direct Traffic","Y","2023 Q2",0
"31746","landline",156,1,"other_outcome","not_converted","MA","Organic Search","Y","2024 Q2",15
"31747","mobile",73,6,"unidentified","not_converted","DE","Direct Traffic","N","2023 Q1",12
"31748","mobile",267,1,"unidentified","not_converted","MN","Google","N","2024 Q1",0
"31749","mobile",474,2,"unidentified","not_converted","HI","Google","Y","2023 Q1",3
"31750","unidentified",48,2,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q4",4
"31751","mobile",292,3,"unidentified","not_converted","RI","Google","N","2023 Q4",0
"31752","unidentified",89,5,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q4",10
"31754","mobile",57,5,"unidentified","not_converted","VT","Direct Traffic","N","2023 Q2",5
"31755","unidentified",178,1,"unidentified","not_converted","KY","Direct Traffic","Y","2023 Q4",0
"31757","mobile",9,10,"unidentified","not_converted","ME","Google","Y","2024 Q2",14
"31758","mobile",184,1,"unidentified","not_converted","TX","Google","Y","2023 Q3",0
"31759","mobile",80,1,"unsuccessful","not_converted","KS","Google","Y","2023 Q3",3
"31761","unidentified",1149,2,"unidentified","converted","NY","Olark Chat","N","2024 Q1",0
"31762","mobile",76,1,"unidentified","not_converted","TX","Olark Chat","Y","2024 Q2",9
"31763","mobile",235,5,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q4",0
"31764","mobile",150,1,"unidentified","not_converted","UT","Direct Traffic","N","2024 Q2",0
"31765","mobile",454,3,"unidentified","not_converted","RI","Olark Chat","N","2023 Q4",11
"31766","unidentified",607,1,"unidentified","converted","CO","Direct Traffic","N","2023 Q1",17
"31767","unidentified",922,2,"unidentified","not_converted","AZ","Welingak Website","Y","2024 Q1",0
"31768","mobile",701,1,"successful","converted","CO","Reference","N","2023 Q2",17
"31769","landline",179,2,"unidentified","not_converted","SD","Direct Traffic","N","2023 Q1",20
"31770","unidentified",210,1,"unidentified","not_converted","MI","Google","N","2023 Q2",0
"31771","mobile",160,3,"unsuccessful","converted","AZ","Google","N","2023 Q3",6
"31772","unidentified",35,1,"unidentified","not_converted","KS","Direct Traffic","Y","2023 Q4",0
"31773","mobile",68,3,"unidentified","not_converted","TX","Organic Search","Y","2024 Q2",6
"31774","landline",664,1,"successful","not_converted","MT","Organic Search","N","2024 Q2",6
"31775","mobile",350,5,"unsuccessful","not_converted","AK","Google","N","2023 Q4",2
"31776","mobile",201,1,"unidentified","not_converted","NC","Google","N","2024 Q1",18
"31777","mobile",84,10,"unidentified","not_converted","IN","Organic Search","N","2023 Q3",14
"31778","mobile",96,1,"unidentified","not_converted","IL","Direct Traffic","N","2024 Q2",7
"31779","mobile",68,4,"unidentified","not_converted","CO","Google","N","2023 Q3",8
"31780","mobile",348,6,"unsuccessful","not_converted","CO","Google","Y","2023 Q3",10
"31781","unidentified",77,1,"unidentified","not_converted","MS","Direct Traffic","N","2024 Q2",0
"31782","mobile",110,3,"successful","not_converted","TX","Direct Traffic","N","2024 Q2",13
"31783","unidentified",240,2,"unidentified","not_converted","CA","Organic Search","N","2023 Q2",4
"31784","mobile",295,2,"unidentified","not_converted","LA","Google","N","2024 Q1",19
"31785","unidentified",81,6,"unidentified","not_converted","GA","Google","Y","2024 Q2",0
"31786","unidentified",362,1,"unidentified","not_converted","DE","Direct Traffic","N","2023 Q4",5
"31787","mobile",181,4,"unidentified","not_converted","NY","Organic Search","Y","2023 Q3",0
"31788","mobile",153,3,"unidentified","not_converted","FL","Organic Search","N","2023 Q3",3
"31790","landline",72,8,"unidentified","not_converted","OK","Reference","N","2024 Q2",8
"31791","mobile",190,2,"unsuccessful","not_converted","OK","Olark Chat","N","2023 Q2",7
"31792","mobile",443,1,"unidentified","not_converted","MO","Google","N","2023 Q1",14
"31793","unidentified",117,1,"unidentified","not_converted","NM","Google","Y","2023 Q4",0
"31794","unidentified",21,1,"unsuccessful","not_converted","TX","Direct Traffic","N","2023 Q3",0
"31795","unidentified",64,1,"unidentified","not_converted","HI","Reference","N","2023 Q4",11
"31796","mobile",121,4,"unidentified","not_converted","WA","Google","Y","2024 Q2",0
"31797","unidentified",882,1,"unidentified","converted","ID","Reference","N","2024 Q1",14
"31798","unidentified",53,2,"unidentified","not_converted","IN","Welingak Website","Y","2024 Q1",9
"31799","unidentified",111,10,"unidentified","not_converted","NH","Google","N","2023 Q4",2
"31800","unidentified",116,1,"unidentified","not_converted","ID","Direct Traffic","Y","2023 Q4",5
"31801","unidentified",120,3,"unidentified","not_converted","CT","Direct Traffic","N","2023 Q4",0
"31803","landline",48,5,"unidentified","not_converted","AR","Reference","N","2023 Q2",5
"31804","unidentified",396,4,"unidentified","not_converted","MO","Direct Traffic","Y","2023 Q1",10
"31805","mobile",318,1,"unidentified","not_converted","MA","Olark Chat","N","2023 Q4",0
"31806","mobile",301,1,"unsuccessful","not_converted","TX","Olark Chat","Y","2023 Q3",7
"31807","mobile",611,3,"unidentified","not_converted","CO","Reference","N","2024 Q1",0
"31808","unidentified",69,3,"unidentified","not_converted","IA","Olark Chat","Y","2024 Q2",4
"31811","mobile",50,2,"unidentified","not_converted","CA","Reference","N","2024 Q2",0
"31812","landline",28,4,"unidentified","not_converted","MS","Google","Y","2024 Q1",8
"31813","mobile",227,2,"unidentified","not_converted","CO","Organic Search","Y","2023 Q4",3
"31815","mobile",84,2,"unidentified","not_converted","AK","Google","N","2024 Q2",6
"31816","unidentified",41,3,"unidentified","not_converted","MS","Direct Traffic","Y","2024 Q2",1
"31817","unidentified",435,4,"unidentified","not_converted","CO","Referral Sites","Y","2023 Q2",6
"31818","mobile",101,1,"unsuccessful","not_converted","FL","Google","N","2023 Q3",19
"31819","mobile",301,1,"unidentified","not_converted","OH","Olark Chat","N","2024 Q1",0
"31820","mobile",254,2,"unidentified","converted","CT","Google","N","2024 Q1",0
"31821","mobile",43,1,"other_outcome","not_converted","ID","Google","N","2023 Q4",15
"31822","unidentified",199,3,"unidentified","not_converted","OH","Olark Chat","N","2023 Q4",5
"31823","mobile",184,2,"unsuccessful","not_converted","OK","Direct Traffic","N","2024 Q1",3
"31824","mobile",143,2,"unidentified","not_converted","UT","Olark Chat","N","2023 Q4",0
"31825","landline",1321,3,"unidentified","converted","ME","Olark Chat","N","2024 Q1",0
"31826","mobile",36,4,"unidentified","not_converted","IA","Olark Chat","Y","2024 Q2",12
"31827","unidentified",161,2,"unidentified","not_converted","LA","Google","N","2023 Q4",9
"31828","mobile",81,1,"unsuccessful","not_converted","OR","Reference","Y","2023 Q2",19
"31830","unidentified",315,1,"unidentified","not_converted","TX","Direct Traffic","Y","2023 Q1",10
"31832","unidentified",27,2,"unidentified","not_converted","TX","Google","Y","2024 Q1",7
"31833","mobile",210,1,"unsuccessful","not_converted","KY","Olark Chat","N","2024 Q1",5
"31834","mobile",245,4,"unidentified","not_converted","TX","Olark Chat","N","2024 Q2",0
"31835","mobile",99,4,"unsuccessful","not_converted","OR","Olark Chat","Y","2023 Q2",7
"31836","unidentified",81,2,"unidentified","not_converted","NY","Organic Search","Y","2023 Q3",5
"31837","mobile",390,1,"unidentified","not_converted","TX","Google","N","2023 Q1",3
"31838","unidentified",71,1,"unidentified","not_converted","IN","Google","N","2024 Q1",11
"31840","mobile",815,2,"successful","converted","VT","Google","N","2024 Q1",17
"31841","mobile",357,2,"unidentified","not_converted","CA","Olark Chat","N","2024 Q1",0
"31842","mobile",75,1,"unidentified","not_converted","IL","Olark Chat","Y","2023 Q1",14
"31843","landline",10,7,"unsuccessful","not_converted","ND","Direct Traffic","Y","2024 Q1",12
